lon	lat	title	description	icon	iconOffset
-10196542.5301	1726926.31019	Chicol I	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-10197686.8945	1728107.13545	Chicol II	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-10148656.2248	1693577.58762	Chicorral	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-10065425.9811	1736835.26432	Chicuxab	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-10043831.1131	2258186.21222	Chilib	Mller, F. 1960, Atlas arqueologico de la Republica Mexicana. 2, Campeche. Instituto Nacional de Antropologia e Historia, Mexico.	marker.png	-10,-24
-10232649.007	1728825.12395	Chilipe	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-10076641.4198	1659309.4223	Chillani	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-10076001.3327	1653299.20774	Chinautla	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-9905827.75113	2384875.03338	Chobenchen	Covarrubias Reyna, M. and R. Burgos Villanueva, 2008, Geografía politíca de la provincia de Ah Kin Chel. Boletin del Sistema Nacional de Informacion Estadistica y Geografía de INEGII 1(1):119.	marker.png	-10,-24
-10138118.7218	1680619.23063	Chontala	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-10142695.0661	1679801.27876	Chuabaj	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-10143875.0527	1722270.51998	Chuchun	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-10141368.1377	1722312.06496	Chuitinamit	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-10157126.5248	1648722.87825	Chuitinamit	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-10077577.6167	1706120.68243	Chuitinamit	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-10140841.5965	1685580.5153	Chulumal III	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-10187089.279	2090785.69287	Chumpa	Mller, F. 1960, Atlas arqueologico de la Republica Mexicana. 2, Campeche. Instituto Nacional de Antropologia e Historia, Mexico.	marker.png	-10,-24
-10075396.8679	2243070.55528	Chumpich	Mller, F. 1960, Atlas arqueologico de la Republica Mexicana. 2, Campeche. Instituto Nacional de Antropologia e Historia, Mexico.	marker.png	-10,-24
-10091722.9844	2221911.21031	Chuncan	Mller, F. 1960, Atlas arqueologico de la Republica Mexicana. 2, Campeche. Instituto Nacional de Antropologia e Historia, Mexico.	marker.png	-10,-24
-9932717.97016	2290479.97964	Chuncanob	Garza T., S, & E. B. Kurjack B. 1980 Archaeological Atlas of Yucatan	marker.png	-10,-24
-9984229.54452	2191682.28955	Chunchintok	Mller, F. 1960, Atlas arqueologico de la Republica Mexicana. 2, Campeche. Instituto Nacional de Antropologia e Historia, Mexico.	marker.png	-10,-24
-10040593.9423	2349984.0501	Chunchucmil	Witschey, W. R. T., 2009, Sites accessed and downloaded from Google Earth.	marker.png	-10,-24
-9996066.14598	2291551.28558	Chunhuhub	Dunning, N. P., 1992, Lords of the hills : ancient Maya settlement in the Puuc region, Yucatan, Mexico Figure 5.1. Prehistory Press, Madison, Wis.	marker.png	-10,-24
-10000256.2116	2286246.69202	Chunhuhub	Mller, F. 1960, Atlas arqueologico de la Republica Mexicana. 2, Campeche. Instituto Nacional de Antropologia e Historia, Mexico.	marker.png	-10,-24
-9968816.24783	2204288.89757	Chunmul	Mller, F. 1960, Atlas arqueologico de la Republica Mexicana. 2, Campeche. Instituto Nacional de Antropologia e Historia, Mexico.	marker.png	-10,-24
-10046084.2196	2116304.15291	Civiltuk	Mller, F. 1960, Atlas arqueologico de la Republica Mexicana. 2, Campeche. Instituto Nacional de Antropologia e Historia, Mexico.	marker.png	-10,-24
-10030688.734	2115753.06776	Civituk	Mller, F. 1960, Atlas arqueologico de la Republica Mexicana. 2, Campeche. Instituto Nacional de Antropologia e Historia, Mexico.	marker.png	-10,-24
-10136047.0661	2058441.72602	Coahuila	Mller, F. 1960, Atlas arqueologico de la Republica Mexicana. 2, Campeche. Instituto Nacional de Antropologia e Historia, Mexico.	marker.png	-10,-24
-9766400.67813	2331292.986	Coba	Witschey, W. R. T., 2001, GPS data from field notes June 2001, Richmond.	marker.png	-10,-24
-10375181.3698	2070356.4364	Comalcalco	Witschey, W. R. T., 2009, Sites accessed and downloaded from Google Earth.	marker.png	-10,-24
-10157994.8169	1714870.87996	Comitancillo	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-10023149.0649	2290231.51633	Compich	Mller, F. 1960, Atlas arqueologico de la Republica Mexicana. 2, Campeche. Instituto Nacional de Antropologia e Historia, Mexico.	marker.png	-10,-24
-10043912.3763	1665719.45042	Conacaste	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-10105610.0909	1610916.02529	Concepcion	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-9722091.06801	2441329.42403	Conil	Glover, J. B. and f. Estaban Amador II, 2005, (pre-press notes for) Recent Research in the Yalahau Region of Quintana Roo: Methodological Concerns and Preliminary Results of a Regional Survey. In Quintana Roo Archaeology, edited by J. M. Shaw and J. P. M	marker.png	-10,-24
-10211575.1142	1808204.14473	Copalar	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-9923228.66802	1670518.63219	Copan	Witschey, W. R. T., 2009, Sites accessed and downloaded from Google Earth.	marker.png	-10,-24
-9984766.10447	2181340.26651	Cosalche	Mller, F. 1960, Atlas arqueologico de la Republica Mexicana. 2, Campeche. Instituto Nacional de Antropologia e Historia, Mexico.	marker.png	-10,-24
-10065245.6435	1581865.38676	Costarrical	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-10142186.336	1768301.44761	Covadonga	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-9953239.75811	2383372.33386	Cuca	Garza T., S, & E. B. Kurjack B. 1980 Archaeological Atlas of Yucatan	marker.png	-10,-24
-10188274.8316	1715158.14649	Cucal or Pucal	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-10095503.3943	1678303.69037	Cucul or Kukul	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-9937079.061	1835589.43583	Cuevas de Najtunich	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-9979505.14533	1850344.52226	Cuevas de San Miguel	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-10237229.804	1734954.29255	Cuilco Viejo	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-9779446.02502	2406056.35903	Culuba	Garza T., S, & E. B. Kurjack B. 1980 Archaeological Atlas of Yucatan	marker.png	-10,-24
-9959914.02815	2102977.79717	Culucbalom	Mller, F. 1960, Atlas arqueologico de la Republica Mexicana. 2, Campeche. Instituto Nacional de Antropologia e Historia, Mexico.	marker.png	-10,-24
-10181445.3808	2098226.15223	Cuyos de Avila	Mller, F. 1960, Atlas arqueologico de la Republica Mexicana. 2, Campeche. Instituto Nacional de Antropologia e Historia, Mexico.	marker.png	-10,-24
-10124182.6347	2048585.63772	Delicias	Mller, F. 1960, Atlas arqueologico de la Republica Mexicana. 2, Campeche. Instituto Nacional de Antropologia e Historia, Mexico.	marker.png	-10,-24
-10148104.0801	2033107.04166	Desengano	Mller, F. 1960, Atlas arqueologico de la Republica Mexicana. 2, Campeche. Instituto Nacional de Antropologia e Historia, Mexico.	marker.png	-10,-24
-10019557.8981	2027464.9577	Discordia	Mller, F. 1960, Atlas arqueologico de la Republica Mexicana. 2, Campeche. Instituto Nacional de Antropologia e Historia, Mexico.	marker.png	-10,-24
-9763944.60383	2439157.62979	Don Bon	Kepecs, S., 1999, The Political Economy of Chikinchel, Yucatan, Mexico: a diachronic analysis from the prehispanic era through the age of Spanish administration, Ph. D. dissertation. University of Wisconsin.	marker.png	-10,-24
-10074710.0266	2265397.50065	Dos Bocas	Mller, F. 1960, Atlas arqueologico de la Republica Mexicana. 2, Campeche. Instituto Nacional de Antropologia e Historia, Mexico.	marker.png	-10,-24
-9908085.448	2006024.09655	Dos Hombres or 737	Vaughan, S. E., 2006, GPS data points collected personally, and transmitted as an Excel file of UTM coordinates for the EAAMS, edited by W. R. T. Witschey. sites in northern Belize ed, Richmond, VA.	marker.png	-10,-24
-10123129.5524	1982983.18279	Dos Naciones	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-10052520.1204	1855400.18516	Dos Pilas	Demarest, A. A., 1981, After the Maelstrom: Collapse of the Classic Maya Kingdoms and the Terminal Classic in Western Peten Fig. 6.1. In Lowland Maya settlement patterns, edited by W. Ashmore. University of New Mexico Press, Albuquerque.	marker.png	-10,-24
-9989555.06896	2290376.17647	Dsecilna	Dunning, N. P., 1992, Lords of the hills : ancient Maya settlement in the Puuc region, Yucatan, Mexico Figure 5.1. Prehistory Press, Madison, Wis.	marker.png	-10,-24
-9845136.12874	2403925.03619	Dzadz Naranja	Covarrubias Reyna, M. and R. Burgos Villanueva, 2008, Geografía politíca de la provincia de Ah Kin Chel. Boletin del Sistema Nacional de Informacion Estadistica y Geografía de INEGII 1(1):119.	marker.png	-10,-24
-9859191.20921	2387384.55816	Dzebtun	Andrews, A. P., Gallareta N.,T, & Cobos P., R.  1989 Culpul Survey	marker.png	-10,-24
-10015358.9269	2232640.42078	Dzehkabtun	Mller, F. 1960, Atlas arqueologico de la Republica Mexicana. 2, Campeche. Instituto Nacional de Antropologia e Historia, Mexico.	marker.png	-10,-24
-9995092.10043	2204219.25768	Dzibalchen I	Mller, F. 1960, Atlas arqueologico de la Republica Mexicana. 2, Campeche. Instituto Nacional de Antropologia e Historia, Mexico.	marker.png	-10,-24
-10032114.7367	2304036.24485	Dzibalchen II	Mller, F. 1960, Atlas arqueologico de la Republica Mexicana. 2, Campeche. Instituto Nacional de Antropologia e Historia, Mexico.	marker.png	-10,-24
-9803505.08948	2429537.64779	Dzibalku	Kepecs, S., 1999, The Political Economy of Chikinchel, Yucatan, Mexico: a diachronic analysis from the prehispanic era through the age of Spanish administration, Ph. D. dissertation. University of Wisconsin.	marker.png	-10,-24
-9880568.83469	2112410.4576	Dzibanche	Witschey, W. R. T., 2009, Sites accessed and downloaded from Google Earth.	marker.png	-10,-24
-9841828.27587	2417649.14717	Dzibiac	Covarrubias Reyna, M. and R. Burgos Villanueva, 2008, Geografía politíca de la provincia de Ah Kin Chel. Boletin del Sistema Nacional de Informacion Estadistica y Geografía de INEGII 1(1):119.	marker.png	-10,-24
-9973917.83498	2402722.41928	Dzibilchaltun	Witschey, W. R. T., 2007, Sites accessed on Google Earth.	marker.png	-10,-24
-10009160.6577	2215494.77395	Dzibiltun	Mller, F. 1960, Atlas arqueologico de la Republica Mexicana. 2, Campeche. Instituto Nacional de Antropologia e Historia, Mexico.	marker.png	-10,-24
-9911609.12394	2420909.70986	Dzidzantun	Covarrubias Reyna, M. and R. Burgos Villanueva, 2008, Geografía politíca de la provincia de Ah Kin Chel. Boletin del Sistema Nacional de Informacion Estadistica y Geografía de INEGII 1(1):119.	marker.png	-10,-24
-9899634.49374	2425467.89275	Dzilam Gonzalez	Covarrubias Reyna, M. and R. Burgos Villanueva, 2008, Geografía politíca de la provincia de Ah Kin Chel. Boletin del Sistema Nacional de Informacion Estadistica y Geografía de INEGII 1(1):119.	marker.png	-10,-24
-9962997.57804	2279449.21245	Dzula	Dunning, N. P., 1992, Lords of the hills : ancient Maya settlement in the Puuc region, Yucatan, Mexico Figure 5.1. Prehistory Press, Madison, Wis.	marker.png	-10,-24
-10100984.766	1688326.58725	East Coquil	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-10044255.2403	2225311.66359	Edzna	Witschey, W. R. T., 2009, Sites accessed and downloaded from Google Earth.	marker.png	-10,-24
-9811236.08694	2379005.39102	Ek Balam	Mayer, K. H., 2006, Mayaland Trip 2006, Maya Sites in Mexico Guatemala, and Honduras, GPS Geographical Coordinates, edited by W. R. T. Witschey.	marker.png	-10,-24
-10132267.7694	1602773.9774	El Balsamo	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-10131023.5147	1616191.86907	El Baul	Kelly, J., 1996, An archaeological guide to northern Central America : Belize, Guatemala, Honduras, and El Salvador. University of Oklahoma Press, Norman.	marker.png	-10,-24
-10025691.7746	1864122.53633	El Ceibal	Kelly, J., 1996, An archaeological guide to northern Central America : Belize, Guatemala, Honduras, and El Salvador. University of Oklahoma Press, Norman.	marker.png	-10,-24
-9980316.66442	1631224.9362	El Chile	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-10111485.5336	2054498.2531	El Cuyo	Mller, F. 1960, Atlas arqueologico de la Republica Mexicana. 2, Campeche. Instituto Nacional de Antropologia e Historia, Mexico.	marker.png	-10,-24
-9996227.55924	1649661.78076	El Durazno	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-10211690.8864	1621030.5411	El Espanol	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-10121692.4177	1948694.18474	El Hormiguero II	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-10230559.5401	2076120.56787	El Hular	Mller, F. 1960, Atlas arqueologico de la Republica Mexicana. 2, Campeche. Instituto Nacional de Antropologia e Historia, Mexico.	marker.png	-10,-24
-10254465.4008	1661975.463	El Jarain	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-10255722.1978	1651525.88207	El Jobo	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-10058759.0568	2121517.30358	El Llanto	Mller, F. 1960, Atlas arqueologico de la Republica Mexicana. 2, Campeche. Instituto Nacional de Antropologia e Historia, Mexico.	marker.png	-10,-24
-10010190.363	2008870.50222	El Mirador	Witschey, W. R. T., 2009, Sites accessed and downloaded from Google Earth.	marker.png	-10,-24
-10044726.1218	1604223.46035	El Molino	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-10253976.7082	2061774.23721	El Negro	Mller, F. 1960, Atlas arqueologico de la Republica Mexicana. 2, Campeche. Instituto Nacional de Antropologia e Historia, Mexico.	marker.png	-10,-24
-10088298.7969	2069749.16382	El Pedregal	Mller, F. 1960, Atlas arqueologico de la Republica Mexicana. 2, Campeche. Instituto Nacional de Antropologia e Historia, Mexico.	marker.png	-10,-24
-10058359.4198	1951816.93848	El Peru	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-9959101.39586	2055663.87677	El Porvenir	Mller, F. 1960, Atlas arqueologico de la Republica Mexicana. 2, Campeche. Instituto Nacional de Antropologia e Historia, Mexico.	marker.png	-10,-24
-10060894.1646	1595451.99556	El Prado	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-10002941.2377	1651611.03567	El Recreo	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-10207850.364	1667073.50283	El Rincon	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-10037479.2229	2288263.30204	El Rosal	Mller, F. 1960, Atlas arqueologico de la Republica Mexicana. 2, Campeche. Instituto Nacional de Antropologia e Historia, Mexico.	marker.png	-10,-24
-10125843.5215	1982927.14618	El Ruinal	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-9950012.83901	2035173.81959	El Sacrificio	prajc, Ivan FAMSI Report 01014 Fig 1	marker.png	-10,-24
-10017239.1131	1648640.03558	El Sare	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-10252846.8154	1666746.49705	El Sitio	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-10014529.5967	1680922.2253	El Teron	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-10066781.8525	1580893.3812	El Tesoro	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-10123978.9201	1988290.9892	El Tigre	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-10125816.8049	1740603.42487	El Tigre	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-10060940.9188	1582899.40151	El Ujuxte	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-10106115.4814	2045213.11757	El Vinal	Mller, F. 1960, Atlas arqueologico de la Republica Mexicana. 2, Campeche. Instituto Nacional de Antropologia e Historia, Mexico.	marker.png	-10,-24
-10111537.8538	1962433.50226	El Yesal	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-9998679.55693	1948391.91948	El Zotz	Mayer, K. H., 2006, Mayaland Trip 2006, Maya Sites in Mexico Guatemala, and Honduras, GPS Geographical Coordinates, edited by W. R. T. Witschey.	marker.png	-10,-24
-9789083.97044	2459019.62515	Emal or El	Kepecs, S., 1999, The Political Economy of Chikinchel, Yucatan, Mexico: a diachronic analysis from the prehispanic era through the age of Spanish administration, Ph. D. dissertation. University of Wisconsin.	marker.png	-10,-24
-10010335.0783	1728605.80043	Esperancita	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-10099517.5752	2036600.47578	Esperanza	Mller, F. 1960, Atlas arqueologico de la Republica Mexicana. 2, Campeche. Instituto Nacional de Antropologia e Historia, Mexico.	marker.png	-10,-24
-10024665.2364	2059232.62094	Esperanza	Mller, F. 1960, Atlas arqueologico de la Republica Mexicana. 2, Campeche. Instituto Nacional de Antropologia e Historia, Mexico.	marker.png	-10,-24
-9912130.07965	1940851.42438	Esperanza	Iannone, G., 2003, Rural Complexity in the Cahal Pech Microregion. The Cotsen Institute of Archaeology at UCLA.	marker.png	-10,-24
-10237474.7069	1612307.36845	Estero del Muerto	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-9945657.19396	2391667.06768	Euan	Garza T., S, & E. B. Kurjack B. 1980 Archaeological Atlas of Yucatan	marker.png	-10,-24
-10209290.8382	1635370.30438	Flamenco	1991, Mapa Arqueolgico de la Repblica de Guatemala. Instituto Geographico Militar, Ministerio de la Defensa Naciona; Departamento de Monumentos Prehispanicos y Coloniales, Instituto de Antropologia e Historia de Guatemala, Guatemala C.A.	marker.png	-10,-24
-9900486.2961	1945580.84122	Floral Park	Kelly, J., 1996, An archaeological guide to northern Central America : Belize, Guatemala, Honduras, and El Salvador. University of Oklahoma Press, Norman.	marker.png	-10,-24
-9896094.80844	2013806.0709	Gran Cacao	Vaughan, S. E., 2006, GPS data points collected personally, and transmitted as an Excel file of UTM coordinates for the EAAMS, edited by W. R. T. Witschey. sites in northern Belize ed, Richmond, VA.	marker.png	-10,-24
-9896297.19758	2007836.7876	Great Savanna	Vaughan, S. E., 2006, GPS data points collected personally, and transmitted as an Excel file of UTM coordinates for the EAAMS, edited by W. R. T. Witschey. sites in northern Belize ed, Richmond, VA.	marker.png	-10,-24
-9915616.79357	1929776.83645	Guacamayo	Webster, D., A. Freter and R. Storey, 2004, Dating Copan Culture History: Implications for the Terminal Classic and the Collapse. In The Terminal Classic in the Maya lowlands : collapse, transition, and transformation. , edited by A. A. Demarest, D. S. R	marker.png	-10,-24
